Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Collection
amazing-ice-speaker-collection1,,,,,,,,l,,blue,,water,f0a1bdc4-2f64-4675-9c2c-7a6d0fa5886e,4061.0,,0,deny,manual,720.78,889.97,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,790.35,,collection1
amazing-ice-speaker-collection1,,,,,,,,xl,,red,,water,197038c8-eb30-447b-9c25-5f32ef9ea06c,2218.0,,0,deny,manual,249.64,902.88,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,421.97,,collection1
amazing-ice-speaker-collection1,,,,,,,,xl,,blue,,water,d95ccf2f-5e14-4fe2-8f6c-a8de049654f0,3197.0,,0,deny,manual,342.85,594.69,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,304.69,,collection1
amazing-ice-soap-collection20,Amazing Ice Soap Collection20,,Shopify,Baby,,TRUE,Size,xs,Color,red,Element,water,e3a52de7-942c-4997-8e24-a58e2ef6e910,2775.0,,0,deny,manual,295.79,487.08,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_f7ead39c-ebc2-4921-ae17-217b1b5507ee.jpg?v=1614297236,1,,FALSE,,,,,,,,,,,,,,,,,kg,,191.99,active,collection20
amazing-ice-soap-collection20,,,,,,,,xs,,blue,,water,8c473cf6-2974-4699-9e31-593eb27188c0,3882.0,,0,deny,manual,200.45,423.19,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,58.01,,collection20
amazing-ice-soap-collection20,,,,,,,,s,,red,,water,08e13613-5b42-42e2-ae1e-c79230eca973,1462.0,,0,deny,manual,336.11,796.77,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,177.32,,collection20
amazing-ice-soap-collection20,,,,,,,,s,,blue,,water,5d799b2a-9f95-4019-922e-0404c176bca0,4128.0,,0,deny,manual,10.00,40.50,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,23.55,,collection20
amazing-ice-soap-collection20,,,,,,,,m,,red,,water,c35cfc9e-8ea2-42eb-8b5a-ba04e0c802b7,2837.0,,0,deny,manual,437.62,868.58,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,675.75,,collection20
amazing-ice-soap-collection20,,,,,,,,m,,blue,,water,0690f48a-1dc8-4a64-ae5e-60f38c5aadf5,669.0,,0,deny,manual,474.58,857.37,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,15.10,,collection20
amazing-ice-soap-collection20,,,,,,,,l,,red,,water,36efa34c-df9c-495b-958a-3de8effffbd5,98.0,,0,deny,manual,515.51,812.86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,636.74,,collection20
amazing-ice-soap-collection20,,,,,,,,l,,blue,,water,1b49a1dd-d65a-48bb-9b05-f7cd2c7a44a9,15.0,,0,deny,manual,82.06,865.74,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,184.83,,collection20
amazing-ice-soap-collection20,,,,,,,,xl,,red,,water,fc056224-305c-49fa-9ba6-75fc1d33c43a,2539.0,,0,deny,manual,465.85,841.26,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,763.64,,collection20
amazing-ice-soap-collection20,,,,,,,,xl,,blue,,water,b8e6e1d5-83a0-4077-a4e2-df02ee02d07f,3918.0,,0,deny,manual,154.86,442.96,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,126.54,,collection20
amazing-ice-soap-collection19,Amazing Ice Soap Collection19,,Shopify,Baby,,TRUE,Size,xs,Color,red,Element,water,4c749179-dd38-4525-8ab5-87ac07ad9345,3776.0,,0,deny,manual,10.46,21.86,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_3aabf09d-fc55-4652-909d-8288cc9d03e6.jpg?v=1614297234,1,,FALSE,,,,,,,,,,,,,,,,,kg,,1.03,active,collection19
amazing-ice-soap-collection19,,,,,,,,xs,,blue,,water,868d7622-26c9-4ac0-8230-4dd07f5d159e,2754.0,,0,deny,manual,239.82,811.45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,198.65,,collection19
amazing-ice-soap-collection19,,,,,,,,s,,red,,water,30fbc897-5619-40a4-856a-42b0786a357e,2065.0,,0,deny,manual,201.05,543.39,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,481.23,,collection19
amazing-ice-soap-collection19,,,,,,,,s,,blue,,water,792a4bd9-8f84-4322-a7a5-e763f918fa76,3938.0,,0,deny,manual,200.09,615.28,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,84.24,,collection19
amazing-ice-soap-collection19,,,,,,,,m,,red,,water,1e86429f-1a8c-4c82-af28-2844976b2715,3364.0,,0,deny,manual,170.09,453.91,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,25.30,,collection19
amazing-ice-soap-collection19,,,,,,,,m,,blue,,water,6d4ca6c7-ac9d-4e68-b333-7226d1e6b40e,1573.0,,0,deny,manual,31.56,132.85,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,36.18,,collection19
amazing-ice-soap-collection19,,,,,,,,l,,red,,water,d576af8d-8ce1-44f0-9a9b-1f61343b2c7a,2170.0,,0,deny,manual,264.44,380.19,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,171.66,,collection19
amazing-ice-soap-collection19,,,,,,,,l,,blue,,water,ec8eb21a-fbfc-45cc-9754-bf65de87f003,4673.0,,0,deny,manual,667.30,856.55,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,298.17,,collection19
amazing-ice-soap-collection19,,,,,,,,xl,,red,,water,c88a3249-9ebd-4d67-bc53-3af9b79bee0b,4293.0,,0,deny,manual,154.42,208.97,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,162.76,,collection19
amazing-ice-soap-collection19,,,,,,,,xl,,blue,,water,16ce5ef4-8115-47ae-9adc-8e461ab84b29,3004.0,,0,deny,manual,884.95,926.13,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,707.06,,collection19
amazing-ice-soap-collection18,Amazing Ice Soap Collection18,,Shopify,Baby,,TRUE,Size,xs,Color,red,Element,water,1470ee52-d13e-4be0-a45d-051a25020aa0,2549.0,,0,deny,manual,139.74,199.35,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_8d3bb2ef-f7e2-4f55-8b69-2655ff00da79.jpg?v=1614297232,1,,FALSE,,,,,,,,,,,,,,,,,kg,,135.28,active,collection18
amazing-ice-soap-collection18,,,,,,,,xs,,blue,,water,78d3490c-bb05-4b05-bd0c-8d2c650c3fb9,704.0,,0,deny,manual,78.70,400.24,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,66.64,,collection18
amazing-ice-soap-collection18,,,,,,,,s,,red,,water,b89d1bd9-1a73-425e-a4f5-9223888b1b93,1366.0,,0,deny,manual,497.39,562.17,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,39.76,,collection18
amazing-ice-soap-collection18,,,,,,,,s,,blue,,water,c1457229-ce4e-4b72-a50e-b00281441d58,645.0,,0,deny,manual,427.38,537.75,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,147.05,,collection18
amazing-ice-soap-collection18,,,,,,,,m,,red,,water,d8e8f2d2-a433-47f8-bdc0-fb82c22e314a,1776.0,,0,deny,manual,321.59,593.60,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,52.50,,collection18
amazing-ice-soap-collection18,,,,,,,,m,,blue,,water,ef75b30e-4613-4189-a718-a8f20e8bc965,3168.0,,0,deny,manual,607.81,849.28,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,756.74,,collection18
amazing-ice-soap-collection18,,,,,,,,l,,red,,water,e2c6710f-a425-46e5-8c2e-6ef1f03deb7b,600.0,,0,deny,manual,96.21,199.44,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,197.89,,collection18
amazing-ice-soap-collection18,,,,,,,,l,,blue,,water,374c2d43-242b-40de-a147-0be4f902c483,3680.0,,0,deny,manual,5.21,178.73,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,68.75,,collection18
amazing-ice-soap-collection18,,,,,,,,xl,,red,,water,49533aec-fd16-4a52-9e6c-737b50ca40eb,3669.0,,0,deny,manual,2.65,73.81,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,24.01,,collection18
amazing-ice-soap-collection18,,,,,,,,xl,,blue,,water,023a8c19-467f-4489-a294-402bc32fccd7,1769.0,,0,deny,manual,117.02,397.45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,66.16,,collection18
amazing-ice-soap-collection17,Amazing Ice Soap Collection17,,Shopify,Baby,,TRUE,Size,xs,Color,red,Element,water,67ac4064-e32c-4ae6-b109-790a77c6db0a,1355.0,,0,deny,manual,418.34,535.75,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_e82e45ff-3f86-4961-8f8c-75d7c4965916.jpg?v=1614297230,1,,FALSE,,,,,,,,,,,,,,,,,kg,,38.89,active,collection17
amazing-ice-soap-collection17,,,,,,,,xs,,blue,,water,fc1e1778-aac5-4da7-9856-00b519d3079c,1414.0,,0,deny,manual,16.66,803.21,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,709.97,,collection17
amazing-ice-soap-collection17,,,,,,,,s,,red,,water,577e3670-593f-4b09-8742-5af96fbf7b07,168.0,,0,deny,manual,512.10,959.94,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,77.84,,collection17
amazing-ice-soap-collection17,,,,,,,,s,,blue,,water,8ba6ffe3-0b13-4901-8a84-141dd92366fe,4301.0,,0,deny,manual,709.77,796.47,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,784.14,,collection17
amazing-ice-soap-collection17,,,,,,,,m,,red,,water,7831c2c3-1e71-45a6-ba71-225fc4a6de7d,1769.0,,0,deny,manual,179.37,832.43,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,539.24,,collection17
amazing-ice-soap-collection17,,,,,,,,m,,blue,,water,8fa72e47-cbd7-4285-b34b-331efe40ac67,2580.0,,0,deny,manual,417.51,650.98,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,164.30,,collection17
amazing-ice-soap-collection17,,,,,,,,l,,red,,water,3ca1307c-8ee4-44b1-ab7a-79b6678033ae,330.0,,0,deny,manual,421.23,827.38,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,686.07,,collection17
amazing-ice-soap-collection17,,,,,,,,l,,blue,,water,30e68a38-c272-42ef-9528-a7cfaca87821,1677.0,,0,deny,manual,198.67,380.21,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,119.04,,collection17
amazing-ice-soap-collection17,,,,,,,,xl,,red,,water,56e6c61d-d019-444a-97c3-a2520782de3c,909.0,,0,deny,manual,8.72,44.10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,31.95,,collection17
amazing-ice-soap-collection17,,,,,,,,xl,,blue,,water,818092bf-568a-4d9f-b540-78e7c2189766,2900.0,,0,deny,manual,91.77,116.58,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,66.43,,collection17
amazing-ice-soap-collection16,Amazing Ice Soap Collection16,,Shopify,Baby,,TRUE,Size,xs,Color,red,Element,water,7af6d1d4-2af9-4c71-9e62-a634d8aef93f,4059.0,,0,deny,manual,328.21,851.37,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_afa1556a-11df-41e6-a4af-69e8850eb575.jpg?v=1614297228,1,,FALSE,,,,,,,,,,,,,,,,,kg,,255.22,active,collection16
amazing-ice-soap-collection16,,,,,,,,xs,,blue,,water,88b0993d-9f50-44df-8d65-fb575006a5c1,2371.0,,0,deny,manual,241.28,260.66,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,112.37,,collection16
amazing-ice-soap-collection16,,,,,,,,s,,red,,water,5a07e8d9-ff79-4304-ab1a-3088efad1f53,2778.0,,0,deny,manual,199.33,303.62,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,68.82,,collection16
amazing-ice-soap-collection16,,,,,,,,s,,blue,,water,308ad284-6342-42fe-81e6-67111dd57446,1310.0,,0,deny,manual,98.86,143.65,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,11.82,,collection16
amazing-ice-soap-collection16,,,,,,,,m,,red,,water,e7d4c500-9732-46d2-a89a-fa8074b00e02,3161.0,,0,deny,manual,186.30,370.39,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,218.93,,collection16
amazing-ice-soap-collection16,,,,,,,,m,,blue,,water,3f00ea36-45d0-4ce1-98ab-dfbab453bcb9,2225.0,,0,deny,manual,27.99,44.63,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,29.30,,collection16
amazing-ice-soap-collection16,,,,,,,,l,,red,,water,1be13974-5286-44d5-bd15-2e275be55de3,675.0,,0,deny,manual,16.01,23.55,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,22.38,,collection16
amazing-ice-soap-collection16,,,,,,,,l,,blue,,water,1985b5b4-fa57-49de-b319-3891c742cb95,1957.0,,0,deny,manual,220.43,328.53,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,7.69,,collection16
amazing-ice-soap-collection16,,,,,,,,xl,,red,,water,c839521b-b58c-4bf1-bf20-a12eabff56e8,3934.0,,0,deny,manual,388.72,391.74,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,80.73,,collection16
amazing-ice-soap-collection16,,,,,,,,xl,,blue,,water,174f28ce-9b17-4f68-844d-2afb8d4a83c1,1752.0,,0,deny,manual,369.85,993.11,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,523.90,,collection16
amazing-ice-soap-collection15,Amazing Ice Soap Collection15,,Shopify,Baby,,TRUE,Size,xs,Color,red,Element,water,4ff3e1c1-155e-4d56-a56a-8de85467c2ce,3299.0,,0,deny,manual,510.34,686.38,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_316cea95-c978-4e4f-a789-1cd0e7fdddc9.jpg?v=1614297226,1,,FALSE,,,,,,,,,,,,,,,,,kg,,242.43,active,collection15
amazing-ice-soap-collection15,,,,,,,,xs,,blue,,water,84836df0-6f46-40d6-83f0-f5787c06ca3f,1919.0,,0,deny,manual,93.60,146.41,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,87.70,,collection15
amazing-ice-soap-collection15,,,,,,,,s,,red,,water,b60320d8-d6b9-42ea-ad18-0e64f74eb036,1102.0,,0,deny,manual,194.69,447.42,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,124.41,,collection15
amazing-ice-soap-collection15,,,,,,,,s,,blue,,water,2dfb470f-cf5d-42b8-ac1a-3c7f7ed075e4,3479.0,,0,deny,manual,55.79,178.44,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,60.46,,collection15
amazing-ice-soap-collection15,,,,,,,,m,,red,,water,7a91ba92-de68-4276-b243-af85b3db41a4,3981.0,,0,deny,manual,279.32,433.76,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,323.68,,collection15
amazing-ice-soap-collection15,,,,,,,,m,,blue,,water,d92f83c5-074b-4ae0-a2ae-b49cf4a0513f,350.0,,0,deny,manual,162.50,934.40,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,387.95,,collection15
amazing-ice-soap-collection15,,,,,,,,l,,red,,water,90ba81a6-3231-4ea4-9b1a-df03863ef566,4076.0,,0,deny,manual,9.67,52.74,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,27.14,,collection15
amazing-ice-soap-collection15,,,,,,,,l,,blue,,water,0350bc14-9b3f-46a9-88f1-1937c02a93ec,2475.0,,0,deny,manual,46.66,50.53,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,5.98,,collection15
amazing-ice-soap-collection15,,,,,,,,xl,,red,,water,c63a02ee-d3bc-44fb-9981-e1e0073b9532,1425.0,,0,deny,manual,131.91,439.66,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,121.32,,collection15
amazing-ice-soap-collection15,,,,,,,,xl,,blue,,water,d55a4a8b-17f2-46f6-95f3-e904c4698788,2545.0,,0,deny,manual,33.46,356.43,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,173.18,,collection15
amazing-ice-soap-collection14,Amazing Ice Soap Collection14,,Shopify,Baby,,TRUE,Size,xs,Color,red,Element,water,e2c0f162-c15c-464c-99d0-71a5b0928f02,3837.0,,0,deny,manual,33.80,524.31,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_cd9442b1-9a66-4e70-b956-1c30a260cb55.jpg?v=1614297224,1,,FALSE,,,,,,,,,,,,,,,,,kg,,523.52,active,collection14
amazing-ice-soap-collection14,,,,,,,,xs,,blue,,water,24a17e56-b107-4dcc-a3ae-65cbc0af39c1,2592.0,,0,deny,manual,382.51,716.12,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,397.45,,collection14
amazing-ice-soap-collection14,,,,,,,,s,,red,,water,671a4e43-836f-4203-bb03-ff6ecee6aaf5,4239.0,,0,deny,manual,354.49,799.27,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,588.66,,collection14
amazing-ice-soap-collection14,,,,,,,,s,,blue,,water,11bf9327-d483-4fbb-8e7b-64214916a492,4847.0,,0,deny,manual,791.19,925.10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,442.42,,collection14
amazing-ice-soap-collection14,,,,,,,,m,,red,,water,660cf4fd-98b3-486e-aebc-9ee5f145b8b0,4522.0,,0,deny,manual,25.04,51.31,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,1.49,,collection14
amazing-ice-soap-collection14,,,,,,,,m,,blue,,water,02fa2e91-199b-48fd-b74a-c3e2f32b648e,2005.0,,0,deny,manual,451.55,997.01,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,424.11,,collection14
amazing-ice-soap-collection14,,,,,,,,l,,red,,water,46afe24a-0699-48c1-aad2-df720028d9c2,2382.0,,0,deny,manual,508.87,896.94,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,271.29,,collection14
amazing-ice-soap-collection14,,,,,,,,l,,blue,,water,31f352aa-4ed0-4370-aa44-a62cfe4e164e,1027.0,,0,deny,manual,108.35,260.87,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,116.26,,collection14
amazing-ice-soap-collection14,,,,,,,,xl,,red,,water,9363ffbc-0483-4ef0-bbcc-0b3d9c5680d3,1780.0,,0,deny,manual,243.57,594.05,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,258.00,,collection14
amazing-ice-soap-collection14,,,,,,,,xl,,blue,,water,a8725d30-7633-4460-9d78-0816cfd26765,550.0,,0,deny,manual,676.11,801.63,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,59.92,,collection14
amazing-ice-soap-collection13,Amazing Ice Soap Collection13,,Shopify,Baby,,TRUE,Size,xs,Color,red,Element,water,36d8e1c8-708c-434b-ad73-4e7fb19dd207,3383.0,,0,deny,manual,97.84,794.49,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_a795f768-efa3-4771-8ed3-fb37691b8937.jpg?v=1614297222,1,,FALSE,,,,,,,,,,,,,,,,,kg,,487.65,active,collection13
amazing-ice-soap-collection13,,,,,,,,xs,,blue,,water,11ae28b1-1511-453f-99f1-4a9458671414,3188.0,,0,deny,manual,73.47,216.81,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,85.15,,collection13
amazing-ice-soap-collection13,,,,,,,,s,,red,,water,0e294bf8-4b3e-4f8d-9894-d210fc311d9d,4533.0,,0,deny,manual,485.14,573.28,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,444.26,,collection13
amazing-ice-soap-collection13,,,,,,,,s,,blue,,water,f409ea8b-7a5f-4420-8f3d-813c1e3044c9,588.0,,0,deny,manual,518.33,592.30,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,20.35,,collection13
amazing-ice-soap-collection13,,,,,,,,m,,red,,water,413ab804-a721-4e9a-b34b-1d75545a3454,4290.0,,0,deny,manual,12.31,676.80,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,91.61,,collection13
amazing-ice-soap-collection13,,,,,,,,m,,blue,,water,9b5f805b-4e48-4a78-83c5-303641fd4c78,4320.0,,0,deny,manual,299.16,744.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,735.16,,collection13
amazing-ice-soap-collection13,,,,,,,,l,,red,,water,dcbca67d-b21b-4c69-9268-9679c13172e1,3266.0,,0,deny,manual,780.69,841.08,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,83.78,,collection13
amazing-ice-soap-collection13,,,,,,,,l,,blue,,water,9ea855d1-bec1-42b7-92a7-1bc9a57153bc,4086.0,,0,deny,manual,203.30,804.33,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,278.17,,collection13
amazing-ice-soap-collection13,,,,,,,,xl,,red,,water,2625381d-779d-4d7d-b077-5923e8c7716b,832.0,,0,deny,manual,50.00,182.44,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,74.03,,collection13
amazing-ice-soap-collection13,,,,,,,,xl,,blue,,water,f0ed05a7-1212-4398-9474-8dcb624d4043,4165.0,,0,deny,manual,7.66,269.81,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,150.14,,collection13
amazing-ice-soap-collection12,Amazing Ice Soap Collection12,,Shopify,Baby,,TRUE,Size,xs,Color,red,Element,water,cd135a62-f8b2-448c-86bf-fc7faacc43fa,3357.0,,0,deny,manual,30.34,36.03,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_fc38fe85-1422-4385-8812-82ee4ff7d0c0.jpg?v=1614297220,1,,FALSE,,,,,,,,,,,,,,,,,kg,,24.77,active,collection12
amazing-ice-soap-collection12,,,,,,,,xs,,blue,,water,a93d99d1-4ad8-4119-a956-97d4d1fb778a,45.0,,0,deny,manual,194.33,196.97,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,180.45,,collection12
amazing-ice-soap-collection12,,,,,,,,s,,red,,water,8f0422e0-59aa-44a5-9dd0-e1c3b220020b,116.0,,0,deny,manual,92.63,589.18,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,449.69,,collection12
amazing-ice-soap-collection12,,,,,,,,s,,blue,,water,6e838a97-f5d3-4261-8fb3-865709873df1,3038.0,,0,deny,manual,32.95,329.86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,27.30,,collection12
amazing-ice-soap-collection12,,,,,,,,m,,red,,water,69dd8cc9-3b58-4215-b58e-ad6a61ce4065,4168.0,,0,deny,manual,7.50,819.25,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,564.11,,collection12
amazing-ice-soap-collection12,,,,,,,,m,,blue,,water,c2d89e2c-7adc-4078-b1ee-4c3109be189a,1842.0,,0,deny,manual,506.25,533.91,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,472.99,,collection12
amazing-ice-soap-collection12,,,,,,,,l,,red,,water,8f8a70d8-07e6-4952-af21-32b2ebe4b446,3269.0,,0,deny,manual,298.77,548.87,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,442.72,,collection12
amazing-ice-soap-collection12,,,,,,,,l,,blue,,water,974ac0b3-e163-4e0f-946d-4457b8231f27,4210.0,,0,deny,manual,239.95,481.51,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,388.97,,collection12
amazing-ice-soap-collection12,,,,,,,,xl,,red,,water,2088c1ee-101b-416c-8661-6a967f549159,4482.0,,0,deny,manual,148.44,569.90,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,31.31,,collection12
amazing-ice-soap-collection12,,,,,,,,xl,,blue,,water,1d1345a4-9c6a-4eee-809b-9cc66a158ac3,747.0,,0,deny,manual,607.60,858.65,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,419.55,,collection12
amazing-ice-soap-collection11,Amazing Ice Soap Collection11,,Shopify,Baby,,TRUE,Size,xs,Color,red,Element,water,34ab40a9-7979-449f-8c6d-cb8b487516c9,514.0,,0,deny,manual,811.22,987.79,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_6956a410-b942-47bd-9f17-5d022b259492.jpg?v=1614297219,1,,FALSE,,,,,,,,,,,,,,,,,kg,,340.81,active,collection11
amazing-ice-soap-collection11,,,,,,,,xs,,blue,,water,b85c8497-f990-4416-a0a3-46c94d251427,1947.0,,0,deny,manual,12.60,318.04,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,240.74,,collection11
amazing-ice-soap-collection11,,,,,,,,s,,red,,water,d9ff8ada-2be8-44b4-bb71-c4d42cd115d6,3011.0,,0,deny,manual,771.63,835.93,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,147.25,,collection11
